427,DERECHOS DE LOS NINOS NINAS Y ADOLESCENTES CONVIVENCIA SOLIDARIA Y PAZ
428,DERECHOS HUMANOS
429,DERECHOS INDIGENAS
430,DERMATOLOGIA
431,DERMATOLOGIA MEDICA QUIRURGICA Y ESTETICA
432,DERMATOLOGIA PEDIATRICA
433,DERMATOLOGIA Y SIFILOGRAFIA
434,DERMOPATOLOGIA
435,DESARROLLO AGRARIO
436,DESARROLLO CURRICULAR
437,DESARROLLO DE LA GESTION ACADEMICA UNIVERSITARIA
438,DESARROLLO DE LOS RECURSOS DE AGUAS Y TIERRAS
439,DESARROLLO DE SOFTWARE
440,DESARROLLO EMPRESARIAL
441,DESARROLLO ENDOGENO
442,DESARROLLO HUMANO
443,DESARROLLO INFANTIL Y SUS DESVIACIONES
444,DESARROLLO INTEGRAL DE LA MUJER
445,DESARROLLO ORGANIZACIONAL
446,DESARROLLO REGIONAL
447,DESARROLLO RURAL
448,DESARROLLO SOCIAL
449,DESARROLLO SOSTENIBLE
450,DESARROLLO SUSTENTABLE DE TERRITORIOS RURALES
451,DESARROLLO URBANO
452,DESARROLLO URBANO LOCAL
453,DESARROLLO Y AMBIENTE
454,DESARROLO ENDOGENO
455,DIAGNOSTICO POR IMAGENES
456,DIDACTICA DE LA MATEMATICA
457,DIDACTICA Y APRENDIZAJE
458,DIDACTICAS DE LAS MATEMATICAS
459,DINAMICA DE GRUPOS
460,DINAMICAS DE GRUPOS
461,DIRECCION AUDIOVISUAL
462,DIRECCION DE ARTE
463,DIRECCION DE ARTE PARA TELEVISION TECNICA
464,DIRECCION DE FOTOGRAFIA
465,DIRECCION DE SEGURIDAD PUBLICA
466,DIRECCION DE TELEVISION
467,DIRECCION DE TELEVISION TECNICA
468,DIRECCION ESTRATEGICA
469,DIRECCION Y SUPERVISION EDUCATIVA
470,DISENO AMBIENTAL
471,DISENO DE CARRETERAS
472,DISENO DE JOYAS Y FANTASIAS
473,DISENO DE MODA
474,DISENO DE MODAS
475,DISENO DE OBRAS CIVILES
476,DISENO GRAFICO
477,DISENO GRAFICO TECNICA
478,DISENO GRAFICO PUBLICITARIO
479,DISENO INDUSTRIAL
480,DISENO INDUSTRIAL TECNICA
481,DISENO INTEGRAL
482,DISENO INTEGRAL COMUNITARIO
483,DISENO INTERIOR
484,DISENO PARTICIPATIVO
485,DISENO TEXTIL
486,DISENO URBANO
487,DISTRIBUCION Y LOGISTICA
488,DIVERSIDAD HUMANA
489,DOCENCIA AGROPECUARIA
490,DOCENCIA CLINICA EN ODONTOLOGIA
491,DOCENCIA EN EDUCACION PREESCOLAR
492,DOCENCIA EN EDUCACION SUPERIOR
493,DOCENCIA EN ESTUDIOS GEOHISTORICOSCULTURALES
494,DOCENCIA EN PREESCOLAR
495,DOCENCIA PARA EDUCACION SUPERIOR
496,DOCENCIA PARA LA EDUCACION BASICA
497,DOCENCIA PARA LA EDUCACION INICIAL
498,DOCENCIA PARA LA EDUCACION SUPERIOR
499,DOCENCIA UNIVERSITARIA
500,DOCENCIA VIRTUAL
501,ECOLOGIA DEL DESARROLLO HUMANO
502,ECOLOGIA E HIDROCARBUROS
503,ECOLOGIA TROPICAL
504,ECONOMIA
505,ECONOMIA AGRICOLA
506,ECONOMIA APLICADA
507,ECONOMIA DE EMPRESA
508,ECONOMIA DE LA INDUSTRIA FORESTAL
509,ECONOMIA EMPRESARIAL
510,ECONOMIA INTERNACIONAL
511,ECONOMIA POLITICA
512,ECONOMIA POLITICA LATINOAMERICANA Y CARIBENA
513,ECONOMIA SOCIAL
514,ECONOMISTA
515,ECOSONOGRAFIA DIAGNOSTICA
516,ECOTURISMO
517,EDUCACION
518,EDUCACION EUS
519,EDUCACION ABIERTA Y A DISTANCIA
520,EDUCACION AGROPECUARIA
521,EDUCACION AMBIENTAL
522,EDUCACION AMBIENTE Y DESARROLLO
523,EDUCACION BASICA
524,EDUCACION BASICA INTEGRAL
525,EDUCACION CIENCIAS SOCIALES
526,EDUCACION COMERCIAL
527,EDUCACION DE ADULTOS
528,EDUCACION DE JOVENES Y ADULTOS
529,EDUCACION DE JOVENES ADULTAS Y ADULTOS
530,EDUCACION DE JOVENES ADULTOS Y ADULTAS
531,EDUCACION DOCENCIA EN IDIOMA INGLES
532,EDUCACION EN AGROECOLOGIA
533,EDUCACION EN CIENCIAS NATURALES
534,EDUCACION EN CIENCIAS SOCIALES
535,EDUCACION EN FRONTERA
536,EDUCACION EN GEOGRAFIA HISTORIA Y CIUDADANIA
537,EDUCACION EN GESTION DE RIESGO
538,EDUCACION EN LENGUA
539,EDUCACION EN LENGUA Y COMUNICACION
540,EDUCACION EN LENGUAS EXTRANJERAS
541,EDUCACION EN LENGUAS EXTRANJERAS INGLES
542,EDUCACION EN MATEMATICA
543,EDUCACION EN PATRIMONIO CULTURAL
544,EDUCACION ESPECIAL
545,EDUCACION ESPECIAL TECNICA
546,EDUCACION ESPECIAL DIFICULTADES DE APRENDIZAJE
547,EDUCACION ESPECIAL EN DEFICIENCIAS AUDITIVAS
548,EDUCACION ESPECIAL INTEGRAL
549,EDUCACION FISICA
550,EDUCACION FISICA DEPORTES Y RECREACION PARA PERSONAS CON NECESIDADES ESPECIALES
551,EDUCACION FISICA RECREACION Y ENTRENAMIENTO DEPORTIVO
552,EDUCACION FRONTERA
553,EDUCACION INDIGENA
554,EDUCACION INDUSTRIAL
555,EDUCACION INFANTIL
556,EDUCACION INFORMATICA
557,EDUCACION INICIAL
558,EDUCACION INTEGRAL
559,EDUCACION INTEGRAL TECNICA
560,EDUCACION INTEGRAL AC LENGUA
561,EDUCACION INTEGRAL AC CIENCIAS SOCIALES
562,EDUCACION INTEGRAL LENGUA
563,EDUCACION INTERCULTURAL BILINGUE
564,EDUCACION MATEMATICA
565,EDUCACION MATEMATICA EN LA TRANSMODERNIDAD
566,EDUCACION MATEMATICA PENSAMIENTO RELIGAJE Y CONSTRUCCION DE EMERGENTES FORMATIVOS EN LA TRANSMODERNIDAD
567,EDUCACION MEDIA
568,EDUCACION MEDIA EN BIOLOGIA
569,EDUCACION MEDIA EN EDUCACION FISICA
570,EDUCACION MEDIA EN GEOGRAFIA HISTORIA Y CIUDADANIA
571,EDUCACION MEDIA EN LENGUA
572,EDUCACION MEDIA TECNICA Y PROFESIONAL
573,EDUCACION PARA LA ARTES
574,EDUCACION PARA LA GESTION COMUNITARIA
575,EDUCACION PARA LA INTEGRACION DE LAS PERSONAS CON DISCAPACIDADES
576,EDUCACION PARA LAS ARTES
